Model_Year,Engine_Size,Mileage,Doors,Owner_Count,Horsepower,Price,Car_Age,Mileage_per_Year,Fuel_Type_Electric,Fuel_Type_Hybrid,Fuel_Type_Petrol,Transmission_Manual,Year_Category_Old,Year_Category_Modern,Year_Category_New,Brand_Ford,Brand_Honda,Brand_Hyundai,Brand_Tesla,Brand_Toyota
2023.0,-1.54309715040112,1.4269380029662104,4.0,3.0,-1.6089703907355615,34309.25,-1.643645731218646,4.1444209699630905,False,True,False,True,False,False,True,True,False,False,False,False
2018.0,0.2027810372406373,-1.1647424772478465,2.0,4.0,0.2430570171074866,55153.6,-0.7351665239756091,-0.6991241627826689,True,False,False,True,False,True,False,False,False,True,False,False
2008.0,-0.6701580565802412,-0.4669170435137673,3.0,2.0,1.017350961629439,41894.4,1.0817918905104649,-0.7024818852860447,False,False,False,True,False,False,False,False,False,False,False,False
2017.0,-0.6701580565802412,-0.885605154635951,4.0,4.0,1.5195956824004349,54046.7,-0.5534706825270017,-0.5620552477495833,False,False,True,False,False,True,False,False,False,True,False,False
2012.0,-0.49557023781606574,0.8299508823436892,3.0,4.0,0.5674233992720882,38010.35,0.3550085247160353,-0.010581913803215845,True,False,False,True,True,False,False,False,False,True,False,False
2023.0,0.4646627653869007,-0.11950564148213544,2.0,4.0,-0.6567981076072147,54182.5,-1.643645731218646,1.6014179666672224,False,False,True,False,False,False,True,False,True,False,False,False
2016.0,-0.5828641471981536,-1.6619279069070674,2.0,3.0,0.3267644705693193,52140.5,-0.3717748410783943,-1.0810424102274772,False,False,True,True,False,True,False,False,False,False,False,False
2022.0,0.813838402915252,1.700338158171369,4.0,1.0,1.3940345022076859,61707.4,-1.4619498897700387,3.4423023227867104,False,False,True,False,False,False,True,False,False,False,False,False
2010.0,-0.32098241905188984,-0.43088548746397975,3.0,1.0,0.023324951770175812,44992.6,0.7184002076132501,-0.6341840916402687,True,False,False,True,False,False,False,False,False,False,False,False
2022.0,-1.455803241019032,-0.540624452814027,4.0,4.0,-0.18594368188440588,40924.6,-1.4619498897700387,0.4942351647144848,True,False,False,True,False,False,True,False,False,True,False,False
