Model_Year,Engine_Size,Mileage,Doors,Owner_Count,Horsepower,Price,Car_Age,Mileage_per_Year,Fuel_Type_Electric,Fuel_Type_Hybrid,Fuel_Type_Petrol,Transmission_Manual,Year_Category_Old,Year_Category_Modern,Year_Category_New,Brand_Ford,Brand_Honda,Brand_Hyundai,Brand_Tesla,Brand_Toyota
2023.0,-1.542346863955419,1.4274457393954672,4.0,3.0,-1.609427769907588,34309.25,-1.6408307654136183,4.142624933204221,False,True,False,True,False,False,True,True,False,False,False,False
2018.0,0.2028162542815997,-1.1635973164198985,2.0,4.0,0.2439108160982566,55153.6,-0.7328432095236251,-0.6996052503532613,True,False,False,True,False,True,False,False,False,True,False,False
2008.0,-0.6697653048369095,-0.4659435130086484,3.0,2.0,1.018752936801265,41894.4,1.0831319022563612,-0.7029620612858024,False,False,False,True,False,False,False,False,False,False,False,False
2017.0,-0.6697653048369095,-0.8845286476954618,4.0,4.0,1.5213532313113247,54046.7,-0.5512456983456264,-0.562573547455837,False,False,True,False,False,True,False,False,False,True,False,False
2012.0,-0.49524899301320796,0.8306054478899203,3.0,4.0,0.5685068396360033,38010.35,0.3567418575443667,-0.01124993017215245,True,False,False,True,True,False,False,False,False,True,False,False
2023.0,0.46459072201715235,-0.11861755688970878,2.0,4.0,-0.6565813782322668,54182.5,-1.6408307654136183,1.600312316731088,False,False,True,False,False,False,True,False,True,False,False,False
2016.0,-0.582507148925059,-1.6606604632105488,2.0,3.0,0.3276775318499332,52140.5,-0.3696481871676278,-1.0814198127748682,False,False,True,True,False,True,False,False,False,False,False,False
2022.0,0.813623345664556,1.7007786517707846,4.0,1.0,1.3957031576838097,61707.4,-1.4592332542356197,3.440696900612794,False,False,True,False,False,False,True,False,False,False,False,False
2010.0,-0.32073268118950593,-0.42992081892819867,3.0,1.0,0.024023187250105545,44992.6,0.719936879900364,-0.6346828094571982,True,False,False,True,False,False,False,False,False,False,False,False
2022.0,-1.455088708043568,-0.5396327939549652,4.0,4.0,-0.18539360212908593,40924.6,-1.4592332542356197,0.4934300981499926,True,False,False,True,False,False,True,False,False,True,False,False
2023.0,0.9881396574882576,1.7455032565740414,2.0,3.0,0.8616903447668715,56053.25,-1.6408307654136183,4.665631747110281,False,False,True,False,False,False,True,True,False,False,False,False
2009.0,-0.7570234607487606,-1.5114235877343998,3.0,2.0,0.9349862210495885,49052.9,0.9015343910783626,-1.0593373028543902,False,False,False,False,False,False,False,False,False,False,False,False
2013.0,-0.23347452527765492,-0.14098879349125792,4.0,4.0,-1.3057734253077604,34220.1,0.17514434636636808,-0.3853254468765919,False,False,True,False,True,False,False,False,False,False,True,False
2007.0,0.6391070338408543,-0.3969178844209612,4.0,2.0,0.3695608897257715,46273.25,1.2647294134343599,-0.7033564040934489,False,False,False,True,False,False,False,False,False,True,False,False
2014.0,-0.582507148925059,0.7601682157147551,4.0,2.0,0.8093361474220736,46711.45,-0.0064531648116305474,0.1305908437343833,False,False,True,False,True,False,False,False,True,False,False,False
2023.0,-1.542346863955419,-0.4446443803975888,2.0,3.0,-0.10162688637740934,46896.8,-1.6408307654136183,1.0642009500721017,False,True,False,False,False,False,True,True,False,False,False,False
2007.0,-0.4079908371013569,0.6958777130850635,4.0,3.0,1.2491114051183758,40811.35,1.2647294134343599,-0.34396257572415945,False,False,True,False,False,False,False,False,False,False,True,False
2019.0,1.5989467488712141,0.40422969087221594,3.0,1.0,1.2072280472425374,67784.45,-0.9144407207016237,0.6476025168717051,False,False,True,False,False,True,False,False,False,False,True,False
2005.0,0.5518488779290033,-0.10643130819781059,4.0,1.0,0.7465111106083162,44801.4,1.6279244357903573,-0.6584627599600519,True,False,False,False,False,False,False,False,True,False,False,False
2011.0,0.6391070338408543,1.425122847416073,2.0,3.0,-1.5466027330938306,32714.75,0.5383393687223654,0.16105192231137308,False,False,False,False,True,False,False,True,False,False,False,False
2016.0,0.46459072201715235,-0.5281970180564097,4.0,4.0,-1.190594191149205,47823.6,-0.3696481871676278,-0.40425687402638566,False,True,False,False,False,True,False,False,False,True,False,False
2021.0,-1.0187979284843134,1.6130626769488958,2.0,1.0,-0.8555273281424987,37807.85,-1.277635743057621,2.5769442915523726,False,False,False,False,False,False,True,False,False,False,False,True
2009.0,-0.23347452527765492,-0.25070076851802453,2.0,2.0,1.1129904920219011,50356.1,0.9015343910783626,-0.5986473058262264,False,True,False,False,False,False,False,True,False,False,False,False
2008.0,0.900881501576407,-1.0576377053598454,3.0,4.0,0.4847401238843268,48754.1,1.0831319022563612,-0.907797633558839,False,False,True,True,False,False,False,False,True,False,False,False
2016.0,-1.3678305521317171,0.5930450719972717,3.0,2.0,-0.6565813782322668,36202.1,-0.3696481871676278,0.2661961918082458,True,False,False,True,False,True,False,False,False,False,True,False
2022.0,-0.7570234607487606,0.9109775103769555,4.0,3.0,0.26485249503617575,43698.45,-1.4592332542356197,2.4017115441426036,True,False,False,False,False,False,True,False,False,True,False,False
2021.0,-0.7570234607487606,-1.0959654230198477,2.0,2.0,0.10778990300178214,54538.35,-1.277635743057621,-0.39283335100559114,False,False,False,True,False,False,True,True,False,False,False,False
2023.0,-0.23347452527765492,-1.5244139144191653,2.0,4.0,-0.20633528106700508,55129.25,-1.6408307654136183,-0.7113484183284179,True,False,False,True,False,False,True,False,False,False,False,True
2013.0,1.6862049047830656,1.5944795411137431,3.0,3.0,-0.897410686018337,47514.85,0.17514434636636808,0.4300362995218993,False,False,False,False,True,False,False,False,False,False,False,True
2008.0,-1.455088708043568,-1.2093582884139618,3.0,4.0,0.2753233345051353,35287.65,1.0831319022563612,-0.9603210026525865,False,False,False,False,False,False,False,False,False,False,False,False
2006.0,0.1155580983697487,-0.14213237108111348,4.0,2.0,-1.3581276226525583,33525.3,1.4463269246123587,-0.6455304313488702,False,True,False,False,False,False,False,False,False,False,False,False
2008.0,-1.1060560843961644,-0.03440378843675258,2.0,4.0,1.6679449838767586,42929.85,1.0831319022563612,-0.5535695413254803,False,False,False,False,False,False,False,False,True,False,False,False
2006.0,1.6862049047830656,-0.47394855613763726,3.0,3.0,-0.13303940478428808,47126.8,1.4463269246123587,-0.7494601962952107,False,True,False,False,False,False,False,True,False,False,False,False
2019.0,-1.2805723962198663,-1.6862301433837252,4.0,2.0,-0.38433955203931786,44889.05,-0.9144407207016237,-1.0711506621310385,True,False,False,False,False,True,False,True,False,False,False,False
2006.0,-0.32073268118950593,0.12148013178043175,2.0,2.0,-1.1277691543354476,35642.65,1.4463269246123587,-0.5629630742000623,False,False,False,True,False,False,False,False,False,False,True,False
2008.0,0.900881501576407,0.2285833204303404,2.0,1.0,0.5999193580428821,49493.95,1.0831319022563612,-0.46252738535777627,False,False,False,False,False,False,False,False,False,False,True,False
2010.0,0.7263651897527049,1.1247729144804184,3.0,1.0,0.8616903447668715,47743.2,0.719936879900364,-0.03315238164043152,False,False,True,True,False,False,False,False,False,False,True,False
2011.0,-0.23347452527765492,0.33745548066455683,4.0,4.0,0.7674527895462353,44302.3,0.5383393687223654,-0.286082175571713,False,False,False,False,True,False,False,False,False,False,False,False
2014.0,-0.49524899301320796,0.5888102612348379,3.0,1.0,1.3224072814010928,46695.95,-0.0064531648116305474,0.043890146321088536,False,False,False,False,True,False,False,True,False,False,False,False
2023.0,-0.32073268118950593,-0.6790599179181346,4.0,1.0,1.2595822445873353,63718.75,-1.6408307654136183,0.6787331752612259,False,False,True,True,False,False,True,True,False,False,False,False
2023.0,-0.7570234607487606,1.556848691047559,2.0,1.0,0.39050256866369065,45931.15,-1.6408307654136183,4.355412312210271,False,False,True,False,False,False,True,False,False,False,False,True
2016.0,-1.0187979284843134,0.14592410276359408,4.0,1.0,-0.7089355755770647,39792.25,-0.3696481871676278,-0.0011623271778894288,True,False,False,False,False,True,False,False,False,False,False,False
2007.0,-0.05895821345395331,0.8548171296751432,4.0,3.0,0.09731906353282256,39293.6,1.2647294134343599,-0.29169127673882916,False,False,False,True,False,False,False,False,False,True,False,False
2017.0,-0.7570234607487606,0.6041592166986803,4.0,3.0,0.9978112578633459,46809.0,-0.5512456983456264,0.41661273779740826,True,False,False,False,False,True,False,False,False,False,False,False
2022.0,-0.7570234607487606,1.0750808945212267,4.0,1.0,1.092048813083982,50932.25,-1.4592332542356197,2.617589952183649,True,False,False,True,False,False,True,False,False,True,False,False
2012.0,0.5518488779290033,0.7368142171219239,4.0,4.0,-0.24821863894284338,42371.8,0.3567418575443667,-0.05237746224994867,False,False,True,False,True,False,False,False,False,False,False,True
2019.0,1.6862049047830656,1.0155969914488967,3.0,3.0,0.23343997662929702,56327.7,-0.9144407207016237,1.1502620151243965,False,True,False,False,False,True,False,False,True,False,False,False
2005.0,0.3773325661053013,1.6502468170190425,4.0,1.0,1.1025196525529417,43533.8,1.6279244357903573,-0.1332549367860734,True,False,False,True,False,False,False,True,False,False,False,False
2012.0,-1.455088708043568,0.7464095478368056,2.0,2.0,1.3957031576838097,43158.95,0.3567418575443667,-0.04816990181447979,False,False,False,True,True,False,False,True,False,False,False,False
2008.0,1.5989467488712141,0.661999226985593,4.0,3.0,-1.263890067431922,42674.15,1.0831319022563612,-0.31248535959662455,False,False,True,True,False,False,False,False,False,False,True,False
2020.0,-0.6697653048369095,-0.25627570926857035,2.0,3.0,-0.750818933452903,44544.7,-1.0960382318796225,0.2858862192397012,False,False,False,True,False,True,False,False,True,False,False,False
2014.0,-1.3678305521317171,-1.5446230746398937,3.0,4.0,-1.0754149569906497,39019.8,-0.0064531648116305474,-1.0355470975845595,False,False,False,False,True,False,False,False,True,False,False,False
2016.0,0.3773325661053013,0.5325962753335012,3.0,3.0,-0.37386871257035825,49124.25,-0.3696481871676278,0.230050491063727,False,False,True,False,False,True,False,False,False,False,False,True
2018.0,0.46459072201715235,0.8753121842933356,4.0,4.0,-1.6513111277834263,42775.25,-0.7328432095236251,0.7905005802179921,False,False,False,True,False,True,False,False,True,False,False,False
2018.0,0.5518488779290033,-0.454364789911361,3.0,2.0,0.38003172919473105,55378.0,-0.7328432095236251,-0.18127350359772318,False,False,True,False,False,True,False,False,False,True,False,False
2006.0,-0.7570234607487606,-0.022521302542159786,4.0,1.0,1.3747614787458906,44945.6,1.4463269246123587,-0.6080664654602971,False,True,False,False,False,False,False,False,True,False,False,False
2009.0,-1.6296050198672698,-0.36018045434685175,3.0,4.0,0.07637738459490341,33585.45,0.9015343910783626,-0.6386530829648336,False,False,False,False,False,False,False,True,False,False,False,False
2009.0,1.6862049047830656,-0.012586472230289714,4.0,3.0,-0.9811774017700136,45173.8,0.9015343910783626,-0.5116362096700199,False,False,True,True,False,False,False,True,False,False,False,False
2010.0,-0.8442816166606115,0.857676073649782,4.0,3.0,-0.8659981676114582,31674.6,0.719936879900364,-0.13649548612513446,True,False,False,False,False,False,False,True,False,False,False,False
2017.0,0.6391070338408543,-1.260729937958254,2.0,4.0,-1.1277691543354476,46337.4,-0.5512456983456264,-0.8100204117250094,False,False,False,True,False,True,False,True,False,False,False,False
2013.0,0.7263651897527049,1.072918818140406,2.0,2.0,-1.5256610541559115,36860.3,0.17514434636636808,0.1849954344961534,False,True,False,False,True,False,False,False,False,True,False,False
2019.0,0.3773325661053013,0.764224342478774,2.0,1.0,-0.10162688637740934,48386.1,-0.9144407207016237,0.9435861764156763,False,False,True,False,False,True,False,False,False,False,False,False
2018.0,-0.582507148925059,0.4209009079243288,2.0,3.0,1.5946491075940417,50867.8,-0.7328432095236251,0.45840104752273625,False,False,False,True,False,True,False,False,False,False,True,False
2011.0,-0.7570234607487606,0.7156044265100717,4.0,2.0,1.6993575022836374,46974.15,0.5383393687223654,-0.1306272148597196,False,False,False,False,True,False,False,False,False,False,False,True
2006.0,0.3773325661053013,-0.1347527219465769,3.0,1.0,-1.1068274753975285,35864.65,1.4463269246123587,-0.643219015467188,False,False,False,True,False,False,False,True,False,False,False,False
2011.0,1.3371722811356617,1.6609678569239383,4.0,1.0,-1.0754149569906497,41306.8,0.5383393687223654,0.25800651411960446,False,True,False,False,True,False,False,False,True,False,False,False
2010.0,1.5989467488712141,-0.3932369940536137,2.0,3.0,1.6574741444077992,58606.95,0.719936879900364,-0.6204893793322922,False,False,True,True,False,False,False,True,False,False,False,False
2021.0,-1.3678305521317171,-1.4184543033591122,2.0,4.0,0.01355234778114597,46261.75,-1.277635743057621,-0.7463624512818665,True,False,False,False,False,False,True,False,True,False,False,False
